N,P,K,temperature,humidity,ph,rainfall,label
4,26,41,22.4327,88.6227,7.4208,105.8394,pomegranate
20,28,36,21.8218,87.6745,7.0726,109.4306,pomegranate
7,9,42,18.5491,89.9153,6.2293,104.0534,pomegranate
38,13,43,18.6627,88.135,6.5071,102.1743,pomegranate
3,29,40,18.7027,86.2467,7.1014,104.0318,pomegranate
38,8,35,22.5765,94.6577,6.904,106.9615,pomegranate
14,8,38,23.1509,87.6657,6.6022,101.5554,pomegranate
0,10,41,22.8716,89.6199,6.9449,105.0863,pomegranate
40,17,37,18.9415,90.7409,5.753,104.6447,pomegranate
26,19,42,18.2107,91.8773,6.9037,105.631,pomegranate
13,9,41,21.5397,89.4828,6.8442,102.7609,pomegranate
10,26,39,22.8384,90.5283,6.0692,104.3586,pomegranate
5,17,44,18.2839,93.6438,6.1729,107.1154,pomegranate
16,15,37,20.6369,90.2853,7.1021,108.5897,pomegranate
22,15,42,20.9222,93.0137,7.1354,107.8647,pomegranate
33,8,43,23.1087,85.672,6.2739,105.7475,pomegranate
5,27,37,20.9986,90.9843,5.8287,103.4557,pomegranate
25,15,45,22.2868,93.7074,7.1768,108.3675,pomegranate
9,7,38,19.0902,90.8559,6.3948,103.0311,pomegranate
6,12,43,21.9377,88.1233,5.8283,109.409,pomegranate
23,26,35,23.5169,89.0521,6.8159,102.9218,pomegranate
16,5,40,19.232,88.073,6.5573,100.8425,pomegranate
18,8,40,18.7638,93.8759,6.7121,106.1332,pomegranate
24,5,40,20.1518,91.9683,6.5405,106.4898,pomegranate
13,19,39,21.7595,91.6678,6.9786,105.3119,pomegranate
1,17,37,18.0525,94.0994,7.4393,109.4471,pomegranate
12,23,35,23.7816,88.1639,5.7858,109.5154,pomegranate
38,9,35,24.1434,89.1062,6.2499,105.4376,pomegranate
16,25,44,23.1686,93.5391,5.7267,107.9087,pomegranate
15,8,38,24.4034,88.5421,7.3656,105.3956,pomegranate
37,12,37,22.5005,94.8645,7.286,109.9888,pomegranate
9,7,38,23.3276,90.6333,5.6305,106.2809,pomegranate
39,6,35,18.3689,89.8532,7.2097,102.2773,pomegranate
29,21,43,18.1665,94.9778,7.2249,100.2946,pomegranate
4,15,38,24.6015,88.6044,5.7771,109.233,pomegranate
33,18,44,24.4382,87.1396,5.6891,102.9504,pomegranate
1,27,42,24.4507,86.5854,6.9332,105.7638,pomegranate
33,10,40,20.1,88.531,6.8638,107.8017,pomegranate
4,8,41,18.4248,85.2515,6.9077,100.5686,pomegranate
10,16,39,20.746,91.4091,7.2287,106.1455,pomegranate
30,17,38,22.1093,86.2963,6.6885,108.7524,pomegranate
2,21,35,21.8307,90.1669,6.5262,105.4635,pomegranate
30,18,39,22.4275,90.0544,6.1785,102.4901,pomegranate
7,26,41,22.2678,94.4765,5.8966,108.3218,pomegranate
27,10,41,18.6497,88.2129,6.6617,101.7319,pomegranate
3,22,38,20.9726,94.6757,5.5612,100.9795,pomegranate
37,14,43,24.6268,87.4973,6.2143,106.3267,pomegranate
19,12,35,21.1949,90.2513,7.2417,100.8045,pomegranate
26,26,36,18.9631,89.9384,5.9402,105.7701,pomegranate
13,25,41,18.8529,90.1027,7.2422,105.1642,pomegranate
37,14,35,20.2847,85.6908,6.0992,102.6026,pomegranate
28,20,39,21.23,94.9839,5.6252,104.5547,pomegranate
27,10,42,23.5104,91.4312,7.3072,106.2266,pomegranate
10,10,35,24.795,87.4699,7.0957,107.6482,pomegranate
16,29,36,19.991,87.5445,6.9288,105.6598,pomegranate
7,10,45,22.379,87.9349,6.771,109.9487,pomegranate
25,16,43,20.5061,85.5588,7.3759,107.5618,pomegranate
13,22,39,22.4315,90.741,7.0997,101.5019,pomegranate
36,27,43,19.7586,90.532,7.355,105.3209,pomegranate
6,9,39,18.5735,86.0611,5.6171,100.7334,pomegranate
6,25,45,19.7561,90.9799,6.5685,102.6832,pomegranate
22,10,45,21.7337,88.2178,6.8028,108.0912,pomegranate
14,8,38,21.9227,91.5438,6.6208,108.726,pomegranate
23,15,45,24.3534,92.3403,7.1852,102.6596,pomegranate
13,9,36,19.9761,92.303,6.4776,103.0095,pomegranate
13,5,45,23.9579,88.0356,7.4922,109.3947,pomegranate
13,27,45,20.6573,87.8416,7.223,102.2774,pomegranate
25,24,44,23.6509,90.3209,6.6034,105.6757,pomegranate
6,11,36,21.3173,93.4942,6.4715,108.87,pomegranate
40,20,41,23.6775,91.2896,6.1536,106.7234,pomegranate
34,25,38,20.3406,92.3715,6.5934,105.7822,pomegranate
8,18,35,19.102,94.3246,6.6077,104.0115,pomegranate
8,15,40,23.5999,90.8969,7.0361,102.3108,pomegranate
17,7,38,23.0483,89.5816,6.1691,109.124,pomegranate
21,23,38,20.2667,86.7449,7.391,109.2015,pomegranate
14,27,37,19.1642,87.7565,5.8508,103.7284,pomegranate
9,29,42,24.1238,86.6933,6.8717,102.2197,pomegranate
28,6,35,19.848,87.7691,6.9794,101.9968,pomegranate
39,23,40,24.5873,92.6565,5.8063,109.6153,pomegranate
36,5,42,18.0437,89.5817,7.3499,102.9674,pomegranate
8,17,40,21.2414,86.5643,5.6737,100.4254,pomegranate
27,30,43,18.3939,93.2801,6.9336,105.752,pomegranate
7,25,35,21.9196,88.496,6.1596,108.5742,pomegranate
40,16,40,21.2157,92.5798,5.5604,105.7085,pomegranate
33,28,36,23.7341,92.911,6.1353,101.3686,pomegranate
11,17,42,21.8041,86.7615,5.5492,107.7141,pomegranate
17,25,36,19.6145,91.5404,6.2141,109.0836,pomegranate
2,28,45,20.8274,89.5289,5.9561,102.013,pomegranate
16,6,39,22.086,94.8583,7.1617,100.8442,pomegranate
27,29,35,20.5647,90.293,5.7808,103.1368,pomegranate
37,20,45,21.857,94.2693,5.5638,106.1181,pomegranate
87,87,52,25.7654,77.6521,5.8521,106.7576,banana
100,74,50,26.0347,82.5332,5.7477,91.0582,banana
102,78,47,27.6403,75.0252,6.4971,111.8565,banana
97,85,49,29.0867,79.1076,5.6264,109.8315,banana
80,90,47,29.579,79.5251,6.4701,114.113,banana
82,72,50,27.0001,76.2819,6.0377,91.3974,banana
100,88,46,27.0381,78.24,6.2431,92.9934,banana
86,71,46,29.7741,77.3828,6.0676,104.5881,banana
100,82,53,26.2551,76.398,5.5174,93.1782,banana
94,86,53,27.9836,84.9732,5.5631,101.3218,banana
88,81,47,27.922,80.3234,6.0377,110.8555,banana
118,84,50,28.0976,82.5977,6.3415,101.1373,banana
106,70,51,28.6273,77.9571,6.13,90.8313,banana
108,74,55,28.9665,82.3177,5.5082,101.5733,banana
109,95,51,28.7236,82.1258,5.9722,98.0663,banana
116,79,46,25.6614,81.5398,6.2094,96.9167,banana
107,90,55,28.8864,82.99,5.9359,98.6479,banana
105,92,50,25.1463,77.6357,5.9701,107.8226,banana
82,77,55,25.8612,76.2726,5.7593,94.9486,banana
104,73,51,29.2071,82.0364,6.2364,101.8988,banana
104,82,50,27.3551,77.649,6.4233,108.5487,banana
81,84,52,26.4626,77.4213,6.2018,93.799,banana
119,74,45,29.4541,76.4676,6.205,92.3265,banana
118,78,55,29.8655,81.1789,6.4034,109.4594,banana
98,76,48,27.5038,83.3337,5.6615,96.2548,banana
82,83,52,26.9946,79.0061,6.3017,97.3643,banana
119,80,53,28.1834,83.9032,5.8139,101.0676,banana
119,83,46,28.0678,81.9814,6.3157,90.5918,banana
91,89,48,28.2351,75.8645,5.7445,102.7433,banana
86,74,53,25.0875,84.9827,5.9726,111.4302,banana
91,85,50,28.0233,80.9286,6.0797,110.381,banana
113,75,55,28.0985,82.0153,5.8435,105.8655,banana
112,81,50,28.9146,84.2098,6.278,111.7093,banana
101,80,54,27.6837,81.4531,6.2102,95.8123,banana
114,85,45,25.6496,79.1695,6.3204,109.5118,banana
88,83,49,26.4337,84.0764,5.8038,95.4622,banana
88,79,46,25.7086,82.004,5.5844,111.503,banana
99,80,48,26.1718,77.4007,5.62,90.1047,banana
119,70,47,29.9305,79.1482,5.7975,107.4479,banana
120,95,49,28.9603,78.3621,5.7374,108.9396,banana
120,92,46,27.4581,83.2445,5.5704,114.2815,banana
84,75,46,27.4333,83.0118,5.9401,110.8177,banana
86,73,51,29.8206,77.9956,5.7104,93.6662,banana
100,81,47,26.2251,84.6148,6.062,104.7382,banana
93,72,46,25.436,76.9929,6.3249,97.9261,banana
90,73,51,25.6735,77.0054,6.4154,108.6829,banana
80,81,51,26.4152,84.7086,6.4557,113.4845,banana
81,78,46,28.5175,80.0202,5.5027,96.3452,banana
93,77,50,27.0291,75.9574,5.7192,101.7723,banana
112,72,45,29.0546,84.1845,5.5679,112.143,banana
89,82,45,26.2151,75.4382,6.4709,109.2967,banana
87,74,46,27.1684,77.8423,6.3808,109.9134,banana
108,84,48,28.1916,78.5781,5.6144,100.2472,banana
105,73,51,25.4363,76.3656,5.9314,112.9971,banana
120,70,45,27.6625,84.9174,6.1745,104.9626,banana
87,94,47,26.5873,79.7553,5.6271,113.1164,banana
102,80,49,28.5134,78.1617,5.6248,100.8834,banana
93,87,53,25.6298,81.0935,5.8008,110.9829,banana
110,86,48,27.3535,82.6385,5.9278,102.5436,banana
81,79,54,28.8368,83.7194,6.3668,100.395,banana
106,72,46,29.2304,75.5526,6.4391,98.9081,banana
81,90,46,27.8534,76.0271,6.1186,107.2181,banana
99,87,51,26.9001,76.4464,5.8932,112.7056,banana
106,71,47,28.1837,76.9454,6.4159,102.9114,banana
85,87,48,29.0288,76.5351,6.311,91.3997,banana
117,77,51,29.5745,80.214,6.0642,103.3382,banana
118,74,55,29.1168,82.129,6.0405,97.7806,banana
99,94,48,26.9572,83.6667,5.7076,108.3052,banana
119,85,55,25.0156,76.6858,6.4458,95.3092,banana
86,72,49,29.8508,84.9304,6.0015,111.1154,banana
83,72,47,27.0863,82.3806,5.5078,112.764,banana
108,74,48,27.6667,78.0405,6.2791,107.0393,banana
87,93,55,28.4906,84.381,6.2182,92.0477,banana
95,87,45,29.1927,82.3604,6.4208,103.0643,banana
119,84,49,25.9188,82.7707,6.1172,92.5969,banana
111,82,46,26.7937,81.026,6.3716,113.1521,banana
85,87,45,26.3908,79.6983,6.2717,109.2714,banana
111,91,50,26.7,76.461,6.2861,114.3394,banana
90,76,52,26.1195,80.1472,6.4748,106.2548,banana
86,76,52,25.48,76.2126,5.507,101.7948,banana
93,71,47,26.6304,76.928,6.1669,112.3963,banana
104,92,52,28.1036,82.8409,5.7513,111.9333,banana
105,90,51,28.8412,78.141,6.1708,92.3001,banana
91,71,54,26.9772,78.3832,6.2922,94.9013,banana
92,78,49,25.4106,82.9523,6.0645,109.3951,banana
116,70,46,25.765,78.9634,6.2556,112.0966,banana
86,90,45,25.7566,78.9815,6.0154,98.5391,banana
117,82,54,25.7251,78.787,5.9942,105.5809,banana
111,85,55,27.213,78.3966,5.7943,98.4784,banana
117,88,55,26.3075,76.9389,5.6831,111.7864,banana
94,84,46,27.9995,78.6093,5.6151,107.5201,banana
106,78,50,28.4937,77.7582,6.0166,92.9942,banana
109,84,49,28.8702,75.3701,5.5549,103.5109,banana
104,95,45,28.348,80.3829,6.3947,109.4699,banana
119,85,47,27.7437,84.7679,5.709,105.4912,banana
102,76,55,29.1501,84.7873,6.0498,91.28,banana
116,75,46,27.8776,79.1071,6.1956,113.7021,banana
94,88,46,26.3116,78.104,5.8688,92.3547,banana
110,88,51,25.3692,84.7724,6.1216,95.4774,banana
93,90,55,28.6659,84.1447,6.0022,102.8465,banana
15,37,34,31.4348,52.2392,6.4113,96.616,mango
28,23,30,35.0358,48.7895,6.5846,97.744,mango
15,30,27,29.6118,51.4431,4.7617,90.4664,mango
26,36,34,27.1342,48.5583,5.2956,95.5998,mango
21,25,26,31.1704,53.4422,4.8987,87.7055,mango
36,33,35,31.9777,49.8666,6.2285,94.0109,mango
2,34,26,31.7307,54.7685,5.571,87.339,mango
17,26,26,29.4661,48.8589,5.2205,97.2322,mango
17,18,29,30.1465,45.8659,6.1185,87.1372,mango
6,34,28,29.196,54.8043,5.6047,96.6075,mango
24,25,30,34.3697,47.6079,4.7519,89.6249,mango
8,29,28,33.5783,48.7536,6.1684,86.8093,mango
23,37,28,32.1119,48.1069,4.9691,88.2743,mango
11,33,35,29.6552,50.2069,5.6823,97.1033,mango
2,16,25,29.5694,47.336,5.109,89.9669,mango
34,22,32,32.5409,49.6695,6.5291,91.1678,mango
40,35,28,32.9172,50.9156,6.8663,92.7717,mango
30,32,35,29.3964,48.1429,5.7698,89.8319,mango
4,18,28,28.4431,47.8631,5.012,88.6221,mango
12,26,29,33.3428,51.7046,4.9519,97.3917,mango
1,15,27,31.5019,46.1537,6.1549,88.1423,mango
19,15,27,31.2507,48.6419,6.9342,89.4878,mango
37,27,30,31.7615,53.6253,4.5116,97.1596,mango
34,15,35,34.5952,45.6437,6.4705,97.2393,mango
15,18,26,27.9291,46.5779,6.2934,92.0499,mango
5,21,34,30.8133,45.386,6.3032,91.1059,mango
34,28,25,33.8193,50.2719,6.8517,95.0364,mango
40,18,33,29.5758,54.437,4.5032,90.6253,mango
4,27,35,35.8027,45.9463,5.0594,94.6199,mango
25,17,30,34.6424,51.5478,6.2348,94.8958,mango
26,39,35,28.2047,50.1862,6.8753,91.2439,mango
35,33,34,34.2122,49.8138,5.2538,90.6083,mango
14,31,34,27.535,45.2339,6.6637,85.969,mango
23,18,25,28.6317,52.6187,6.4696,92.6068,mango
35,38,30,32.8225,49.26,6.6347,96.2074,mango
38,21,32,29.1398,53.7813,4.6632,96.7225,mango
16,28,32,32.6801,46.7442,6.8487,92.7208,mango
26,40,35,30.378,50.0441,6.7372,96.0966,mango
10,16,33,31.1519,47.8051,5.5782,91.713,mango
6,31,31,35.4174,48.9759,6.0988,85.8739,mango
2,38,26,27.9718,53.6463,5.8394,90.6639,mango
9,34,33,29.4716,46.4882,6.7283,85.5992,mango
8,17,33,31.5508,51.6804,5.2498,94.4448,mango
37,38,26,29.3104,45.1733,4.7078,88.3273,mango
33,25,29,29.4447,45.9286,5.4783,97.6507,mango
36,20,33,35.1133,54.8372,6.6291,93.4081,mango
35,29,25,29.368,54.3225,6.055,85.1774,mango
36,22,25,33.9985,47.6995,5.8802,90.0399,mango
9,20,33,28.9475,49.5739,4.8601,86.5723,mango
34,26,33,27.0593,46.4621,5.8603,95.7169,mango
36,30,31,31.827,50.9251,6.9249,95.5163,mango
27,16,26,28.2329,54.1326,6.0761,87.2228,mango
31,39,34,32.8634,45.7359,5.647,97.3677,mango
14,16,35,29.1454,51.8229,6.9325,86.1961,mango
14,15,30,35.3412,47.6615,6.3066,91.8479,mango
25,17,25,35.7117,48.8321,6.3832,98.0945,mango
18,29,31,29.9496,54.7866,4.9378,99.2655,mango
26,26,31,31.006,47.7992,6.5007,95.7845,mango
22,38,34,30.8226,51.3395,6.1431,94.7758,mango
34,24,26,29.8577,52.1367,5.3303,93.3075,mango
25,34,30,35.0367,52.2556,6.0868,96.7477,mango
35,37,29,34.6023,45.2224,6.4341,92.2239,mango
1,21,29,31.5337,50.2263,6.9701,98.9747,mango
25,28,26,35.1677,46.8996,6.023,95.1089,mango
17,33,31,29.0786,45.7637,5.4353,97.4508,mango
36,20,35,32.4716,50.5184,6.8314,99.4779,mango
35,15,25,31.6622,51.7756,6.8661,96.0426,mango
12,18,27,30.7026,48.0126,6.035,93.4023,mango
37,24,25,28.3783,50.2895,6.6469,89.8864,mango
28,26,28,29.9102,47.9457,5.2934,86.1538,mango
15,15,28,28.0938,51.4722,5.2672,93.7672,mango
8,22,25,31.2459,52.4853,4.5961,92.3128,mango
38,40,28,30.2117,47.3201,5.0057,92.7254,mango
11,28,35,28.2458,48.6028,4.9021,94.5854,mango
23,22,35,32.0495,54.4786,6.3778,96.2287,mango
15,15,30,28.5732,47.5351,4.9927,97.1696,mango
8,27,26,32.7536,54.8773,4.6945,91.2743,mango
37,29,26,30.0443,48.569,5.8298,90.6599,mango
7,38,32,29.444,52.4027,6.2129,91.6626,mango
24,20,27,31.3581,48.2059,4.6771,89.5276,mango
7,16,34,35.8286,48.0203,5.2642,98.4849,mango
23,31,34,33.9266,52.18,6.9397,92.0456,mango
7,28,29,31.0955,47.658,4.8411,94.1425,mango
19,35,25,28.7906,51.4272,6.8795,97.6035,mango
3,21,34,31.2923,45.6599,6.1837,94.7177,mango
33,34,29,32.5685,46.1115,6.4849,93.1749,mango
24,16,29,33.1841,53.1426,5.807,92.0979,mango
38,26,27,29.1838,50.4891,5.7939,90.5388,mango
23,39,32,33.9958,50.7995,6.497,91.5014,mango
21,18,35,32.9575,49.3721,6.495,87.2469,mango
35,36,35,33.3093,53.3076,5.3712,96.9243,mango
23,24,32,32.9334,52.4309,5.079,95.4446,mango
36,19,32,28.922,47.4344,5.8116,87.8445,mango
5,37,33,34.5253,49.019,5.3212,90.6534,mango
34,16,26,28.5664,51.2908,4.5827,91.2565,mango
29,18,31,34.545,51.6194,6.0576,90.4561,mango
11,40,33,31.3291,50.1997,6.9452,93.6742,mango
23,16,27,28.2384,48.449,6.2728,95.9734,mango
34,28,27,27.1684,50.768,5.4902,91.8885,mango
39,16,26,31.7523,54.264,6.0977,95.1795,mango
28,131,196,9.3443,83.1474,6.1671,74.569,grapes
22,124,204,23.0944,83.6333,6.4846,66.9902,grapes
40,123,204,36.2098,82.2039,5.6564,69.8533,grapes
13,145,197,18.3883,81.2523,5.692,72.458,grapes
20,120,196,20.2854,83.7061,5.9302,69.8976,grapes
37,142,196,30.3173,81.3627,6.3906,72.0096,grapes
35,122,199,28.7599,81.4819,6.057,66.5705,grapes
40,143,198,15.9924,81.0479,6.2135,74.852,grapes
1,133,196,11.5109,82.8917,6.0274,69.5738,grapes
16,144,203,28.0564,82.268,6.4091,70.7494,grapes
20,135,197,18.0893,81.8697,5.9955,66.7128,grapes
31,134,197,15.8851,82.0522,5.7169,73.6414,grapes
34,134,203,28.8093,82.2805,6.1822,66.6014,grapes
10,126,195,32.8223,82.9659,6.1301,68.2723,grapes
12,121,203,18.2616,83.3503,5.9938,68.7646,grapes
16,135,205,20.95,80.3245,5.8948,66.6271,grapes
4,141,201,15.0628,84.1233,5.5208,68.4014,grapes
18,135,199,34.9541,81.5149,6.3634,69.3142,grapes
11,125,202,27.424,84.2356,6.256,71.4079,grapes
32,133,196,38.7046,81.1592,5.779,70.2188,grapes
24,140,198,30.9395,80.8008,6.0004,70.3038,grapes
27,125,197,30.6934,81.4988,5.769,73.0497,grapes
27,135,200,16.4451,80.1547,6.203,69.0796,grapes
1,141,201,22.4063,81.7747,6.1389,68.5184,grapes
8,135,204,21.1938,80.9486,6.2856,74.2359,grapes
20,140,200,31.8037,84.8348,5.9795,73.7329,grapes
10,129,200,38.6704,82.6398,6.0608,70.1357,grapes
17,135,200,30.9207,81.5075,5.9634,68.9116,grapes
9,129,204,18.6586,80.321,5.9287,72.0752,grapes
6,121,199,26.886,83.6596,6.11,70.5524,grapes
11,121,200,27.2867,83.0904,5.635,71.6037,grapes
2,132,198,16.9209,81.8228,6.4932,69.1822,grapes
4,136,202,39.9095,80.8414,6.2717,66.5273,grapes
40,121,205,14.8328,81.3067,5.7815,65.157,grapes
4,135,204,31.7728,82.5895,5.9031,68.3213,grapes
3,139,196,14.0317,83.0289,6.2815,74.9043,grapes
1,125,198,30.528,82.6557,5.7898,66.9919,grapes
37,125,196,24.0708,80.5642,6.0819,69.9092,grapes
16,134,196,28.6676,80.8925,5.7896,74.7188,grapes
36,127,201,23.9506,84.7346,6.2775,68.7855,grapes
11,137,198,23.4718,82.1296,6.209,70.9331,grapes
27,126,196,36.1341,84.9798,6.028,73.6085,grapes
7,133,205,13.0367,83.6157,6.2885,73.8439,grapes
16,142,195,33.0615,80.6471,6.2247,71.6601,grapes
7,133,201,17.4944,84.8886,6.3298,68.8687,grapes
26,145,200,13.4975,81.7974,5.6973,71.4954,grapes
24,136,202,28.8101,82.3875,6.2138,70.6528,grapes
39,130,197,15.0698,84.9767,6.0855,68.7613,grapes
25,121,195,28.271,82.8101,6.0359,69.7161,grapes
18,143,202,32.8664,80.5228,6.3024,67.1937,grapes
5,129,199,36.2064,83.2278,6.2239,71.2091,grapes
22,120,201,29.817,81.0225,5.9825,67.689,grapes
25,143,200,27.8722,82.5458,5.6608,67.9521,grapes
8,132,200,27.321,83.474,5.6259,69.5778,grapes
28,136,196,33.3625,83.838,5.7915,70.7706,grapes
7,123,197,18.4861,80.9747,6.2428,73.1009,grapes
23,143,198,17.5488,81.5068,6.4267,69.0774,grapes
18,141,202,18.6946,80.5124,6.4559,74.6925,grapes
15,130,196,8.0223,83.5417,6.0572,66.3282,grapes
5,139,200,28.5505,84.7313,5.5276,73.8193,grapes
10,133,204,35.3603,81.0777,6.1993,71.0308,grapes
38,125,200,35.5644,84.3265,6.1398,65.9897,grapes
19,120,198,24.1964,84.1547,6.0136,70.2141,grapes
6,125,195,11.6719,81.1792,5.7398,73.6717,grapes
19,121,202,9.3238,81.2165,5.627,66.5295,grapes
25,127,201,15.8352,83.3575,5.8931,68.7615,grapes
21,136,199,26.3263,81.2297,5.9826,65.4906,grapes
8,137,200,34.3705,84.3755,5.9709,68.1164,grapes
27,133,201,20.8589,80.2655,5.8585,73.2539,grapes
7,133,196,11.5375,81.8831,5.5154,67.6762,grapes
27,126,202,37.8785,82.3862,6.0434,71.1023,grapes
13,133,195,11.7559,82.8093,6.1071,65.3459,grapes
28,141,195,35.6714,84.3946,6.4967,70.4206,grapes
5,130,197,29.3876,80.1992,5.6438,73.3789,grapes
20,130,204,9.4142,80.4428,6.0062,66.1514,grapes
15,139,198,25.115,84.433,5.9339,69.7959,grapes
35,131,204,11.3541,83.0372,5.7082,73.1282,grapes
15,145,195,22.3734,82.8213,5.9557,65.2723,grapes
36,121,197,29.4693,81.5508,6.4572,65.0342,grapes
21,120,205,23.7103,84.9506,6.2407,72.5312,grapes
8,144,203,32.2665,81.2806,5.5796,65.0119,grapes
11,136,201,37.8469,81.1477,5.7158,65.834,grapes
0,137,195,16.902,84.2421,6.2615,70.8462,grapes
27,133,200,16.6875,83.1318,5.9614,71.4598,grapes
25,142,199,14.9314,80.5675,5.7359,67.1946,grapes
1,136,201,35.1267,80.8005,5.619,73.707,grapes
28,129,200,12.6434,82.5145,5.9593,69.3656,grapes
9,139,201,18.6873,82.2719,6.2492,65.0384,grapes
2,129,203,13.4418,83.3417,6.4836,71.2234,grapes
6,138,202,37.8555,81.2028,6.4414,66.467,grapes
19,130,202,20.9765,84.4605,6.3378,73.5022,grapes
30,132,196,27.3062,80.4288,5.6098,73.3407,grapes
8,131,198,9.3363,83.3559,5.8224,67.0636,grapes
10,127,198,11.389,81.3538,6.0703,66.1435,grapes
1,131,195,25.0933,83.769,5.9379,67.6,grapes
27,127,196,8.8118,80.6945,6.2588,70.9933,grapes
39,131,201,22.8063,80.533,5.8935,69.1768,grapes
15,140,203,39.9667,82.3868,5.8692,73.6306,grapes
11,145,198,27.4418,80.4666,6.1406,73.1682,grapes
15,142,203,34.4674,81.9155,6.4922,66.1093,grapes
112,20,54,26.2236,80.9348,6.2327,51.7188,watermelon
113,12,48,25.9694,80.9608,6.9369,42.2078,watermelon
94,21,51,25.0995,85.4786,6.4171,51.193,watermelon
97,30,55,25.5438,80.5393,6.8373,49.642,watermelon
100,30,48,25.866,82.7739,6.4403,47.7446,watermelon
87,30,54,25.5313,82.9053,6.0907,57.9613,watermelon
84,14,54,25.7405,88.7663,6.2677,59.7142,watermelon
89,23,51,25.7229,89.3457,6.1233,41.7996,watermelon
90,8,55,24.8023,88.6256,6.3413,51.9091,watermelon
96,12,46,24.2409,82.0495,6.9135,52.0284,watermelon
110,28,49,26.5931,80.9489,6.2271,45.7162,watermelon
82,18,55,26.2953,88.5921,6.3373,58.4097,watermelon
96,15,46,25.223,83.6617,6.4875,46.0245,watermelon
111,27,47,26.667,85.5949,6.7535,40.6696,watermelon
108,8,53,25.1408,84.9497,6.4608,48.4177,watermelon
92,20,51,24.0551,86.6173,6.9921,49.1668,watermelon
111,23,47,25.5527,83.6373,6.4609,59.9266,watermelon
119,27,47,25.698,85.5856,6.8206,59.0653,watermelon
104,27,48,26.7425,80.1497,6.8144,56.6004,watermelon
104,26,54,26.2134,85.2811,6.7886,59.3563,watermelon
86,26,46,26.5757,84.0514,6.0169,44.2666,watermelon
95,17,48,26.1352,88.7301,6.7108,53.3746,watermelon
82,17,53,26.7412,83.9565,6.9527,57.0326,watermelon
84,7,50,26.742,86.5346,6.5134,43.3187,watermelon
83,16,49,25.5677,87.2592,6.1732,53.9393,watermelon
108,10,46,24.7052,82.8357,6.6235,58.2665,watermelon
112,12,49,25.3868,87.0608,6.8905,45.8958,watermelon
89,28,51,26.4909,86.9681,6.745,44.7721,watermelon
106,29,52,24.7169,88.7952,6.1335,48.1855,watermelon
104,13,54,26.4305,84.3762,6.0529,52.3086,watermelon
83,14,50,24.3851,87.7759,6.6287,53.2974,watermelon
83,8,47,25.5823,81.7339,6.4828,59.6768,watermelon
80,23,50,25.2864,89.4111,6.6835,54.1761,watermelon
97,22,52,25.2931,80.9785,6.735,49.5689,watermelon
95,13,47,26.5543,87.1707,6.8772,55.7136,watermelon
105,20,46,26.7212,86.7371,6.8212,41.7445,watermelon
82,20,47,24.4052,84.2392,6.5174,43.6936,watermelon
106,5,53,25.4678,82.5629,6.8577,59.0226,watermelon
96,19,51,26.679,89.7577,6.5844,45.9103,watermelon
100,21,47,26.0761,82.4835,6.8401,55.3462,watermelon
113,9,55,26.9145,87.2308,6.1526,49.9436,watermelon
86,22,51,24.5259,89.0083,6.6847,41.2876,watermelon
82,14,49,24.0996,82.4665,6.3513,45.0801,watermelon
88,9,48,26.8212,89.9933,6.4255,59.3208,watermelon
120,23,46,25.0771,83.5165,6.4357,56.7627,watermelon
80,6,49,26.39,85.9231,6.6728,48.3277,watermelon
90,23,52,25.3025,82.4658,6.4949,47.7042,watermelon
108,10,49,25.5271,85.4894,6.534,57.1364,watermelon
110,10,49,26.0492,82.1039,6.721,53.8874,watermelon
91,26,48,24.3037,83.2694,6.2902,42.5271,watermelon
82,23,53,24.7039,82.4796,6.1835,53.1734,watermelon
97,16,54,24.6171,87.9003,6.2855,47.5038,watermelon
84,22,48,24.9943,83.5928,6.9021,40.158,watermelon
91,14,51,25.4016,80.6522,6.9069,53.3281,watermelon
84,13,48,25.8081,84.4128,6.7904,45.6069,watermelon
109,19,52,26.6903,88.6008,6.9402,40.1614,watermelon
85,24,49,24.7996,83.8871,6.3245,45.0935,watermelon
92,8,47,26.411,87.2493,6.012,54.5317,watermelon
106,24,51,25.1187,85.577,6.0057,52.6297,watermelon
83,19,52,26.412,85.7534,6.3217,45.8732,watermelon
89,26,55,25.6988,88.3066,6.6843,43.9714,watermelon
86,15,48,24.7611,87.6278,6.5511,54.3292,watermelon
109,22,53,24.2931,86.2466,6.9554,52.0855,watermelon
85,23,48,24.4651,80.9959,6.0589,44.4963,watermelon
118,26,48,24.3919,88.2611,6.4516,56.8011,watermelon
112,19,48,25.0033,86.3527,6.0392,40.7513,watermelon
86,10,49,26.6905,86.9072,6.9837,46.0612,watermelon
103,28,50,24.4407,80.1844,6.0112,47.9693,watermelon
85,25,48,26.7761,88.1343,6.7539,48.9182,watermelon
98,22,50,25.4554,88.4793,6.7609,49.871,watermelon
113,21,55,24.9116,88.8407,6.7559,58.054,watermelon
101,30,46,24.3134,83.5615,6.2326,43.486,watermelon
85,19,45,24.1302,81.13,6.7117,40.6918,watermelon
81,25,50,24.141,87.8476,6.0241,40.377,watermelon
105,13,50,24.5767,80.6728,6.6145,51.3669,watermelon
104,24,45,24.2636,88.1309,6.2228,55.52,watermelon
119,27,52,24.5706,82.6982,6.6653,49.7164,watermelon
91,11,54,25.7844,83.2526,6.8367,55.6477,watermelon
